v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,wall_material,floor_material,roof_material,water_provision,toilet_type,cooking_energy,waste_disposal_method,wall_condition,floor_condition,roof_condition,marital_status,family_role,child_ratio,adult_ratio,elder_ratio,education,housing_ownership,electronics,qmobilephone,region,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,Target
70000.0,0,4,0,1,1,0,0.0,1,0,1,0,2,2,1,2,3,3,3,6,0.4597912829957029,3,3,1,1,1,3,3,1,2,1,1,5,1,0.3333333333333333,0.6666666666666666,0.0,2,2,2,1,4,1,0,56,36,3136,9,0,1,2.25,0.25,81.0,2
70000.0,0,4,0,1,1,0,0.0,1,0,1,0,2,2,1,2,3,3,3,0,0.4597912829957029,3,3,1,1,1,3,3,1,2,1,1,1,6,0.3333333333333333,0.6666666666666666,0.0,0,2,2,1,4,1,0,3,0,9,9,0,1,2.25,0.25,81.0,2
250000.0,0,6,0,1,1,1,1.0,0,0,0,0,1,1,0,1,1,1,1,11,0.4597912829957029,1,1,1,1,1,3,3,1,3,3,3,4,1,0.0,1.0,0.0,4,3,2,1,4,1,0,35,121,1225,1,0,0,0.11111112,0.0,121.0,4
70000.0,0,5,0,1,1,1,1.0,1,1,2,0,2,2,1,3,4,4,4,9,0.4597912829957029,4,1,1,1,1,3,3,1,3,3,3,2,2,0.5,0.5,0.0,3,3,2,4,4,1,0,29,81,841,16,64,4,1.7777778999999998,1.0,72.25,3
70000.0,0,5,0,1,1,1,1.0,1,1,2,0,2,2,1,3,4,4,4,8,0.4597912829957029,4,1,1,1,1,3,3,1,3,3,3,2,1,0.5,0.5,0.0,3,3,2,4,4,1,0,31,64,961,16,64,4,1.7777778999999998,1.0,72.25,3
70000.0,0,5,0,1,1,1,1.0,1,1,2,0,2,2,1,3,4,4,4,5,0.0,4,1,1,1,1,3,3,1,3,3,3,7,3,0.5,0.5,0.0,1,3,2,4,4,1,0,12,25,144,16,64,4,1.7777778999999998,1.0,72.25,3
70000.0,0,5,0,1,1,1,1.0,1,1,2,0,2,2,1,3,4,4,4,5,0.0,4,1,1,1,1,3,3,1,3,3,3,7,3,0.5,0.5,0.0,1,3,2,4,4,1,0,11,25,121,16,64,4,1.7777778999999998,1.0,72.25,3
25000.0,0,3,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,11,0.4597912829957029,3,5,2,1,1,3,3,1,2,2,2,3,1,0.3333333333333333,0.6666666666666666,0.0,4,3,2,2,4,1,0,34,121,1156,9,121,1,9.0,0.25,132.25,2
25000.0,0,3,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,12,0.4597912829957029,3,5,2,1,1,3,3,1,2,2,2,3,2,0.3333333333333333,0.6666666666666666,0.0,7,3,2,2,4,1,0,29,144,841,9,121,1,9.0,0.25,132.25,2
25000.0,0,3,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,0,0.4597912829957029,3,5,2,1,1,3,3,1,2,2,2,1,3,0.3333333333333333,0.6666666666666666,0.0,0,3,2,2,4,1,0,2,0,4,9,121,1,9.0,0.25,132.25,2
50000.0,0,6,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,6,0.4597912829957029,3,2,2,1,1,3,3,1,1,1,1,3,2,0.3333333333333333,0.6666666666666666,0.0,2,3,2,2,4,1,0,51,36,2601,9,36,1,2.25,0.25,36.0,4
50000.0,0,6,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,0,0.4597912829957029,3,2,2,1,1,3,3,1,1,1,1,1,6,0.3333333333333333,0.6666666666666666,0.0,0,3,2,2,4,1,0,3,0,9,9,36,1,2.25,0.25,36.0,4
50000.0,0,6,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,6,0.4597912829957029,3,2,2,1,1,3,3,1,1,1,1,3,1,0.3333333333333333,0.6666666666666666,0.0,2,3,2,2,4,1,0,47,36,2209,9,36,1,2.25,0.25,36.0,4
70000.0,0,6,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,7,0.4597912829957029,3,1,1,1,1,3,3,1,3,3,3,2,1,0.3333333333333333,0.6666666666666666,0.0,3,3,2,2,4,1,0,43,49,1849,9,49,1,1.0,0.25,72.25,4
70000.0,0,6,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,10,0.4597912829957029,3,1,1,1,1,3,3,1,3,3,3,2,2,0.3333333333333333,0.6666666666666666,0.0,3,3,2,2,4,1,0,21,100,441,9,49,1,1.0,0.25,72.25,4
70000.0,0,6,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,0,0.4597912829957029,3,1,1,1,1,3,3,1,3,3,3,1,3,0.3333333333333333,0.6666666666666666,0.0,0,3,2,2,4,1,0,0,0,0,9,49,1,1.0,0.25,72.25,4
100000.0,0,6,0,1,1,1,1.0,0,0,0,3,2,5,3,2,5,5,5,0,0.4597912829957029,5,1,1,1,1,3,2,1,2,2,2,1,3,0.8,0.2,0.0,0,3,2,2,4,1,0,6,0,36,25,0,16,2.7777777,16.0,121.0,1
100000.0,0,6,0,1,1,1,1.0,0,0,0,3,2,5,3,2,5,5,5,7,0.0,5,1,1,1,1,3,2,1,2,2,2,7,3,0.8,0.2,0.0,5,3,2,2,4,1,0,13,49,169,25,0,16,2.7777777,16.0,121.0,1
100000.0,0,6,0,1,1,1,1.0,0,0,0,3,2,5,3,2,5,5,5,11,0.4597912829957029,5,1,1,1,1,3,2,1,2,2,2,5,1,0.8,0.2,0.0,4,3,2,2,4,1,0,36,121,1296,25,0,16,2.7777777,16.0,121.0,1
100000.0,0,6,0,1,1,1,1.0,0,0,0,3,2,5,3,2,5,5,5,1,0.0,5,1,1,1,1,3,2,1,2,2,2,1,3,0.8,0.2,0.0,1,3,2,2,4,1,0,8,1,64,25,0,16,2.7777777,16.0,121.0,1
100000.0,0,6,0,1,1,1,1.0,0,0,0,3,2,5,3,2,5,5,5,4,0.0,5,1,1,1,1,3,2,1,2,2,2,7,3,0.8,0.2,0.0,1,3,2,2,4,1,0,10,16,100,25,0,16,2.7777777,16.0,121.0,1
32600.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,4,0.4597912829957029,2,1,1,1,1,3,3,1,3,3,2,3,1,0.0,1.0,0.0,1,2,2,2,4,1,0,53,16,2809,4,16,0,0.44444448,0.0,42.25,4
32600.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,9,0.4597912829957029,2,1,1,1,1,3,3,1,3,3,2,3,2,0.0,1.0,0.0,5,2,2,2,4,1,0,54,81,2916,4,16,0,0.44444448,0.0,42.25,4
80000.0,0,3,0,1,1,0,0.0,1,2,3,0,1,1,1,3,4,4,4,11,0.4597912829957029,4,1,2,1,1,3,3,1,3,3,2,5,1,0.5,0.5,0.0,4,3,2,2,4,1,0,33,121,1089,16,0,4,4.0,1.0,100.0,4
80000.0,0,3,0,1,1,0,0.0,1,2,3,0,1,1,1,3,4,4,4,0,0.4597912829957029,4,1,2,1,1,3,3,1,3,3,2,1,3,0.5,0.5,0.0,0,3,2,2,4,1,0,3,0,9,16,0,4,4.0,1.0,100.0,4
80000.0,0,3,0,1,1,0,0.0,1,2,3,0,1,1,1,3,4,4,4,11,0.0,4,1,2,1,1,3,3,1,3,3,2,7,3,0.5,0.5,0.0,5,3,2,2,4,1,0,17,121,289,16,0,4,4.0,1.0,100.0,3
80000.0,0,3,0,1,1,0,0.0,1,2,3,0,1,1,1,3,4,4,4,9,0.4597912829957029,4,1,2,1,1,3,3,1,3,3,2,5,9,0.5,0.5,0.0,3,3,2,2,4,1,0,28,81,784,16,0,4,4.0,1.0,100.0,4
50000.0,0,3,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,0,0.4597912829957029,3,1,1,1,1,3,3,1,3,3,2,1,3,0.3333333333333333,0.6666666666666666,0.0,0,3,2,2,4,1,0,4,0,16,9,25,1,9.0,0.25,30.25,4
50000.0,0,3,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,6,0.4597912829957029,3,1,1,1,1,3,3,1,3,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,2,3,2,2,4,1,0,27,36,729,9,25,1,9.0,0.25,30.25,4
50000.0,0,3,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,5,0.4597912829957029,3,1,1,1,1,3,3,1,3,3,2,2,1,0.3333333333333333,0.6666666666666666,0.0,1,3,2,2,4,1,0,38,25,1444,9,25,1,9.0,0.25,30.25,4
70000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,8,0.4597912829957029,4,1,1,1,1,3,3,1,3,3,3,2,3,0.25,0.75,0.25,3,3,2,4,4,1,0,28,64,784,16,64,1,1.7777778999999998,1.0,196.0,4
70000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,15,0.4597912829957029,4,1,1,1,1,3,3,1,3,3,3,7,3,0.25,0.75,0.25,7,3,2,4,4,1,0,31,225,961,16,64,1,1.7777778999999998,1.0,196.0,4
70000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,11,0.4597912829957029,4,1,1,1,1,3,3,1,3,3,3,2,5,0.25,0.75,0.25,4,3,2,4,4,1,0,19,121,361,16,64,1,1.7777778999999998,1.0,196.0,4
70000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,8,0.4597912829957029,4,1,1,1,1,3,3,1,3,3,3,6,1,0.25,0.75,0.25,3,3,2,4,4,1,0,74,64,5476,16,64,1,1.7777778999999998,1.0,196.0,4
60000.0,0,3,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,17,0.4597912829957029,1,1,2,1,1,3,3,1,1,1,1,7,1,0.0,1.0,0.0,7,3,2,1,4,1,0,35,289,1225,1,289,0,1.0,0.0,289.0,4
80000.0,0,2,0,1,1,0,0.0,0,0,0,0,2,2,0,2,2,2,2,6,0.4597912829957029,2,1,1,1,1,3,2,1,2,2,2,7,1,0.5,0.5,0.0,2,3,2,1,4,1,0,50,36,2500,4,0,1,4.0,1.0,256.0,4
80000.0,0,2,0,1,1,0,0.0,0,0,0,0,2,2,0,2,2,2,2,10,0.4597912829957029,2,1,1,1,1,3,2,1,2,2,2,7,3,0.5,0.5,0.0,3,3,2,1,4,1,0,18,100,324,4,0,1,4.0,1.0,256.0,4
100000.0,0,4,0,1,1,0,0.0,1,1,2,1,1,2,2,2,4,4,4,13,0.4597912829957029,4,5,2,2,1,2,3,1,2,2,2,2,1,0.5,0.5,0.0,7,3,2,1,4,1,0,36,169,1296,16,169,4,4.0,1.0,144.0,2
100000.0,0,4,0,1,1,0,0.0,1,1,2,1,1,2,2,2,4,4,4,11,0.4597912829957029,4,5,2,2,1,2,3,1,2,2,2,2,2,0.5,0.5,0.0,4,3,2,1,4,1,0,29,121,841,16,169,4,4.0,1.0,144.0,2
100000.0,0,4,0,1,1,0,0.0,1,1,2,1,1,2,2,2,4,4,4,0,0.4597912829957029,4,5,2,2,1,2,3,1,2,2,2,1,3,0.5,0.5,0.0,0,3,2,1,4,1,0,3,0,9,16,169,4,4.0,1.0,144.0,2
100000.0,0,4,0,1,1,0,0.0,1,1,2,1,1,2,2,2,4,4,4,0,0.4597912829957029,4,5,2,2,1,2,3,1,2,2,2,1,3,0.5,0.5,0.0,0,3,2,1,4,1,0,0,0,0,16,169,4,4.0,1.0,144.0,2
65000.0,1,3,0,1,1,0,0.0,0,0,0,2,2,4,2,2,4,4,4,0,0.4597912829957029,4,5,2,1,1,3,3,1,2,2,2,1,6,0.75,0.25,0.0,0,3,2,2,4,1,0,1,0,1,16,0,9,16.0,9.0,36.0,2
65000.0,1,3,0,1,1,0,0.0,0,0,0,2,2,4,2,2,4,4,4,0,0.4597912829957029,4,5,2,1,1,3,3,1,2,2,2,1,3,0.75,0.25,0.0,0,3,2,2,4,1,0,6,0,36,16,0,9,16.0,9.0,36.0,2
65000.0,1,3,0,1,1,0,0.0,0,0,0,2,2,4,2,2,4,4,4,6,0.4597912829957029,4,5,2,1,1,3,3,1,2,2,2,6,1,0.75,0.25,0.0,2,3,2,2,4,1,0,36,36,1296,16,0,9,16.0,9.0,36.0,2
65000.0,1,3,0,1,1,0,0.0,0,0,0,2,2,4,2,2,4,4,4,7,1.0,4,5,2,1,1,3,3,1,2,2,2,7,3,0.75,0.25,0.0,3,3,2,2,4,1,0,15,49,225,16,0,9,16.0,9.0,36.0,2
100000.0,0,6,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.4597912829957029,2,1,2,1,1,3,3,1,2,2,2,6,1,0.0,1.0,0.5,2,2,2,1,4,1,0,90,36,8100,4,0,0,0.44444448,1.0,132.25,4
100000.0,0,6,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,17,0.4597912829957029,2,1,2,1,1,3,3,1,2,2,2,7,3,0.0,1.0,0.5,8,2,2,1,4,1,0,47,289,2209,4,0,0,0.44444448,1.0,132.25,4
250000.0,0,7,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,14,0.4597912829957029,2,1,1,1,1,3,3,1,3,3,3,7,3,0.0,1.0,0.0,7,2,2,2,4,1,0,30,196,900,4,0,0,0.25,0.0,156.25,4
250000.0,0,7,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,11,0.4597912829957029,2,1,1,1,1,3,3,1,3,3,3,4,1,0.0,1.0,0.0,4,2,2,2,4,1,0,63,121,3969,4,0,0,0.25,0.0,156.25,4
100000.0,0,4,0,1,1,1,1.0,0,1,1,1,2,3,1,3,4,4,4,11,0.4597912829957029,4,2,1,1,2,3,2,1,1,2,1,3,1,0.5,0.5,0.0,4,3,2,3,4,1,0,43,121,1849,16,121,4,4.0,1.0,132.25,4
100000.0,0,4,0,1,1,1,1.0,0,1,1,1,2,3,1,3,4,4,4,8,0.0,4,2,1,1,2,3,2,1,1,2,1,7,3,0.5,0.5,0.0,3,3,2,3,4,1,0,15,64,225,16,121,4,4.0,1.0,132.25,4
100000.0,0,4,0,1,1,1,1.0,0,1,1,1,2,3,1,3,4,4,4,12,0.4597912829957029,4,2,1,1,2,3,2,1,1,2,1,3,2,0.5,0.5,0.0,7,3,2,3,4,1,0,43,144,1849,16,121,4,4.0,1.0,132.25,4
100000.0,0,4,0,1,1,1,1.0,0,1,1,1,2,3,1,3,4,4,4,1,0.0,4,2,1,1,2,3,2,1,1,2,1,1,3,0.5,0.5,0.0,1,3,2,3,4,1,0,7,1,49,16,121,4,4.0,1.0,132.25,4
30000.0,0,5,0,1,1,0,0.0,1,2,3,3,1,4,4,3,7,7,7,2,0.0,7,2,2,1,1,3,3,1,2,2,1,1,4,0.5714285714285714,0.42857142857142855,0.0,1,3,2,4,4,1,0,9,4,81,49,144,16,5.4444442,1.7777778999999998,128.44444,3
30000.0,0,5,0,1,1,0,0.0,1,2,3,3,1,4,4,3,7,7,7,0,0.4597912829957029,7,2,2,1,1,3,3,1,2,2,1,1,3,0.5714285714285714,0.42857142857142855,0.0,0,3,2,4,4,1,0,2,0,4,49,144,16,5.4444442,1.7777778999999998,128.44444,3
30000.0,0,5,0,1,1,0,0.0,1,2,3,3,1,4,4,3,7,7,7,0,0.4597912829957029,7,2,2,1,1,3,3,1,2,2,1,1,3,0.5714285714285714,0.42857142857142855,0.0,0,3,2,4,4,1,0,3,0,9,49,144,16,5.4444442,1.7777778999999998,128.44444,3
30000.0,0,5,0,1,1,0,0.0,1,2,3,3,1,4,4,3,7,7,7,11,0.4597912829957029,7,2,2,1,1,3,3,1,2,2,1,2,2,0.5714285714285714,0.42857142857142855,0.0,4,3,2,4,4,1,0,27,121,729,49,144,16,5.4444442,1.7777778999999998,128.44444,3
30000.0,0,5,0,1,1,0,0.0,1,2,3,3,1,4,4,3,7,7,7,12,0.4597912829957029,7,2,2,1,1,3,3,1,2,2,1,2,1,0.5714285714285714,0.42857142857142855,0.0,7,3,2,4,4,1,0,26,144,676,49,144,16,5.4444442,1.7777778999999998,128.44444,3
30000.0,0,5,0,1,1,0,0.0,1,2,3,3,1,4,4,3,7,7,7,0,0.4597912829957029,7,2,2,1,1,3,3,1,2,2,1,1,4,0.5714285714285714,0.42857142857142855,0.0,0,3,2,4,4,1,0,5,0,25,49,144,16,5.4444442,1.7777778999999998,128.44444,3
30000.0,0,5,0,1,1,0,0.0,1,2,3,3,1,4,4,3,7,7,7,11,0.4597912829957029,7,2,2,1,1,3,3,1,2,2,1,7,12,0.5714285714285714,0.42857142857142855,0.0,4,3,2,4,4,1,0,21,121,441,49,144,16,5.4444442,1.7777778999999998,128.44444,3
380000.0,0,6,0,1,1,1,1.0,1,1,2,0,1,1,1,2,3,3,3,14,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,2,1,0.3333333333333333,0.6666666666666666,0.0,7,2,1,2,4,0,1,31,196,961,9,196,1,1.0,0.25,240.25,4
380000.0,0,6,0,1,1,1,1.0,1,1,2,0,1,1,1,2,3,3,3,2,0.0,3,1,1,1,1,3,2,1,3,3,3,1,3,0.3333333333333333,0.6666666666666666,0.0,1,2,1,2,4,0,1,9,4,81,9,196,1,1.0,0.25,240.25,4
380000.0,0,6,0,1,1,1,1.0,1,1,2,0,1,1,1,2,3,3,3,17,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,2,2,0.3333333333333333,0.6666666666666666,0.0,7,2,1,2,4,0,1,38,289,1444,9,196,1,1.0,0.25,240.25,4
80000.0,0,5,0,1,1,0,0.0,0,1,1,1,3,4,1,4,5,5,5,0,0.4597912829957029,5,1,1,1,1,3,3,1,2,3,3,1,3,0.6,0.4,0.0,0,3,2,2,4,0,1,3,0,9,25,0,9,6.25,2.25,20.25,1
80000.0,0,5,0,1,1,0,0.0,0,1,1,1,3,4,1,4,5,5,5,6,0.0,5,1,1,1,1,3,3,1,2,3,3,7,3,0.6,0.4,0.0,2,3,2,2,4,0,1,13,36,169,25,0,9,6.25,2.25,20.25,1
80000.0,0,5,0,1,1,0,0.0,0,1,1,1,3,4,1,4,5,5,5,3,0.4597912829957029,5,1,1,1,1,3,3,1,2,3,3,2,2,0.6,0.4,0.0,1,3,2,2,4,0,1,42,9,1764,25,0,9,6.25,2.25,20.25,1
80000.0,0,5,0,1,1,0,0.0,0,1,1,1,3,4,1,4,5,5,5,10,0.0,5,1,1,1,1,3,3,1,2,3,3,7,3,0.6,0.4,0.0,5,3,2,2,4,0,1,17,100,289,25,0,9,6.25,2.25,20.25,1
80000.0,0,5,0,1,1,0,0.0,0,1,1,1,3,4,1,4,5,5,5,6,0.4597912829957029,5,1,1,1,1,3,3,1,2,3,3,2,1,0.6,0.4,0.0,2,3,2,2,4,0,1,36,36,1296,25,0,9,6.25,2.25,20.25,1
150000.0,1,3,0,0,1,0,0.0,2,2,4,1,1,2,3,3,6,6,6,2,0.0,6,1,2,1,1,3,3,3,1,1,1,1,3,0.6666666666666666,0.3333333333333333,0.0,1,3,2,2,4,0,1,9,4,81,36,36,16,36.0,4.0,90.25,3
150000.0,1,3,0,0,1,0,0.0,2,2,4,1,1,2,3,3,6,6,6,2,1.0,6,1,2,1,1,3,3,3,1,1,1,7,3,0.6666666666666666,0.3333333333333333,0.0,1,3,2,2,4,0,1,10,4,100,36,36,16,36.0,4.0,90.25,3
150000.0,1,3,0,0,1,0,0.0,2,2,4,1,1,2,3,3,6,6,6,3,1.0,6,1,2,1,1,3,3,3,1,1,1,7,3,0.6666666666666666,0.3333333333333333,0.0,1,3,2,2,4,0,1,11,9,121,36,36,16,36.0,4.0,90.25,3
70000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,9,0.0,4,2,6,1,1,3,3,1,3,3,3,7,3,0.25,0.75,0.0,3,3,2,4,4,0,1,16,81,256,16,36,1,1.7777778999999998,0.11111112,18.777779,4
70000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,1,0.4597912829957029,4,2,6,1,1,3,3,1,3,3,3,7,3,0.25,0.75,0.0,1,3,2,4,4,0,1,20,1,400,16,36,1,1.7777778999999998,0.11111112,18.777779,4
70000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,6,0.4597912829957029,4,2,6,1,1,3,3,1,3,3,3,3,1,0.25,0.75,0.0,2,3,2,4,4,0,1,37,36,1369,16,36,1,1.7777778999999998,0.11111112,18.777779,4
70000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,6,0.4597912829957029,4,2,6,1,1,3,3,1,3,3,3,3,2,0.25,0.75,0.0,2,3,2,4,4,0,1,39,36,1521,16,36,1,1.7777778999999998,0.11111112,18.777779,4
60000.0,0,5,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,6,0.4597912829957029,1,1,1,1,1,2,2,1,2,3,2,7,1,0.0,1.0,0.0,2,3,2,1,4,0,1,31,36,961,1,0,0,1.0,0.0,36.0,4
30000.0,0,5,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,8,0.4597912829957029,3,1,1,1,1,3,2,1,2,2,2,2,1,0.6666666666666666,0.3333333333333333,0.0,3,3,2,2,4,0,1,29,64,841,9,64,4,1.0,4.0,64.0,4
30000.0,0,5,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,0,0.4597912829957029,3,1,1,1,1,3,2,1,2,2,2,1,3,0.6666666666666666,0.3333333333333333,0.0,0,3,2,2,4,0,1,1,0,1,9,64,4,1.0,4.0,64.0,4
30000.0,0,5,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,7,3.0,3,1,1,1,1,3,2,1,2,2,2,2,2,0.6666666666666666,0.3333333333333333,0.0,3,3,2,2,4,0,1,17,49,289,9,64,4,1.0,4.0,64.0,4
25000.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,11,0.4597912829957029,2,1,2,1,1,3,3,1,2,3,2,3,1,0.0,1.0,0.0,4,3,2,2,4,0,1,22,121,484,4,121,0,1.0,0.0,81.0,4
25000.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,7,0.4597912829957029,2,1,2,1,1,3,3,1,2,3,2,3,2,0.0,1.0,0.0,3,3,2,2,4,0,1,22,49,484,4,121,0,1.0,0.0,81.0,4
80000.0,0,5,0,1,1,0,0.0,2,1,3,1,3,4,3,4,7,7,7,6,0.4597912829957029,7,1,1,1,1,3,3,1,2,3,2,3,2,0.42857142857142855,0.5714285714285714,0.14285714285714285,2,2,2,3,4,0,1,48,36,2304,49,36,9,5.4444442,1.7777778999999998,36.0,3
80000.0,0,5,0,1,1,0,0.0,2,1,3,1,3,4,3,4,7,7,7,1,0.4597912829957029,7,1,1,1,1,3,3,1,2,3,2,7,12,0.42857142857142855,0.5714285714285714,0.14285714285714285,1,2,2,3,4,0,1,84,1,7056,49,36,9,5.4444442,1.7777778999999998,36.0,3
80000.0,0,5,0,1,1,0,0.0,2,1,3,1,3,4,3,4,7,7,7,0,0.4597912829957029,7,1,1,1,1,3,3,1,2,3,2,1,6,0.42857142857142855,0.5714285714285714,0.14285714285714285,0,2,2,3,4,0,1,6,0,36,49,36,9,5.4444442,1.7777778999999998,36.0,3
80000.0,0,5,0,1,1,0,0.0,2,1,3,1,3,4,3,4,7,7,7,3,0.0,7,1,1,1,1,3,3,1,2,3,2,1,3,0.42857142857142855,0.5714285714285714,0.14285714285714285,1,2,2,3,4,0,1,9,9,81,49,36,9,5.4444442,1.7777778999999998,36.0,3
80000.0,0,5,0,1,1,0,0.0,2,1,3,1,3,4,3,4,7,7,7,1,0.0,7,1,1,1,1,3,3,1,2,3,2,1,3,0.42857142857142855,0.5714285714285714,0.14285714285714285,1,2,2,3,4,0,1,8,1,64,49,36,9,5.4444442,1.7777778999999998,36.0,3
80000.0,0,5,0,1,1,0,0.0,2,1,3,1,3,4,3,4,7,7,7,11,0.4597912829957029,7,1,1,1,1,3,3,1,2,3,2,7,3,0.42857142857142855,0.5714285714285714,0.14285714285714285,4,2,2,3,4,0,1,24,121,576,49,36,9,5.4444442,1.7777778999999998,36.0,3
80000.0,0,5,0,1,1,0,0.0,2,1,3,1,3,4,3,4,7,7,7,6,0.4597912829957029,7,1,1,1,1,3,3,1,2,3,2,3,1,0.42857142857142855,0.5714285714285714,0.14285714285714285,2,2,2,3,4,0,1,50,36,2500,49,36,9,5.4444442,1.7777778999999998,36.0,3
40000.0,0,6,0,1,1,0,0.0,1,0,1,0,2,2,1,2,3,3,3,2,0.0,3,3,2,1,1,3,3,3,2,2,2,1,3,0.3333333333333333,0.6666666666666666,0.0,1,3,2,2,4,0,1,9,4,81,9,0,1,1.0,0.25,182.25,4
40000.0,0,6,0,1,1,0,0.0,1,0,1,0,2,2,1,2,3,3,3,12,0.4597912829957029,3,3,2,1,1,3,3,3,2,2,2,7,9,0.3333333333333333,0.6666666666666666,0.0,7,3,2,2,4,0,1,21,144,441,9,0,1,1.0,0.25,182.25,4
40000.0,0,6,0,1,1,0,0.0,1,0,1,0,2,2,1,2,3,3,3,15,0.4597912829957029,3,3,2,1,1,3,3,3,2,2,2,4,1,0.3333333333333333,0.6666666666666666,0.0,7,3,2,2,4,0,1,32,225,1024,9,0,1,1.0,0.25,182.25,4
12000.0,0,3,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,0,0.4597912829957029,3,3,2,1,1,3,2,3,1,1,1,1,3,0.3333333333333333,0.6666666666666666,0.0,0,3,2,1,4,0,1,2,0,4,9,36,1,9.0,0.25,36.0,2
12000.0,0,3,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,6,0.4597912829957029,3,3,2,1,1,3,2,3,1,1,1,2,1,0.3333333333333333,0.6666666666666666,0.0,2,3,2,1,4,0,1,30,36,900,9,36,1,9.0,0.25,36.0,2
12000.0,0,3,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,6,0.4597912829957029,3,3,2,1,1,3,2,3,1,1,1,2,2,0.3333333333333333,0.6666666666666666,0.0,2,3,2,1,4,0,1,24,36,576,9,36,1,9.0,0.25,36.0,2
220000.0,0,4,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,7,0.4597912829957029,3,3,1,1,1,3,2,1,2,3,2,3,2,0.3333333333333333,0.6666666666666666,0.0,3,2,2,3,4,0,1,33,49,1089,9,36,1,2.25,0.25,42.25,4
220000.0,0,4,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,6,0.4597912829957029,3,3,1,1,1,3,2,1,2,3,2,3,1,0.3333333333333333,0.6666666666666666,0.0,2,2,2,3,4,0,1,30,36,900,9,36,1,2.25,0.25,42.25,4
220000.0,0,4,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,0,0.4597912829957029,3,3,1,1,1,3,2,1,2,3,2,1,3,0.3333333333333333,0.6666666666666666,0.0,0,2,2,3,4,0,1,2,0,4,9,36,1,2.25,0.25,42.25,4
30000.0,0,4,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,7,0.4597912829957029,3,3,1,1,1,3,3,1,3,3,3,2,1,0.3333333333333333,0.6666666666666666,0.0,3,2,2,2,4,0,1,58,49,3364,9,49,1,1.0,0.25,12.25,3
30000.0,0,4,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,2,0.0,3,3,1,1,1,3,3,1,3,3,3,1,3,0.3333333333333333,0.6666666666666666,0.0,1,2,2,2,4,0,1,9,4,81,9,49,1,1.0,0.25,12.25,3
